Thermal comfort,Age,Sex,Thermal preference,Thermal sensation,Air temperature (C)
6.0,35.0,1.0,0.0,2.0,36.6
1.0,55.0,1.0,0.0,2.0,36.9
3.0,45.0,1.0,0.0,3.0,37.2
6.0,25.0,1.0,0.0,0.0,29.6
6.0,55.0,1.0,0.0,0.0,28.6
1.0,45.0,1.0,0.0,1.0,29.3
1.0,25.0,1.0,0.0,1.0,29.3
4.0,45.0,1.0,0.0,-1.0,28.9
6.0,45.0,1.0,0.0,0.0,28.8
3.0,35.0,1.0,0.0,1.0,28.6
6.0,55.0,1.0,0.0,-1.0,28.6
6.0,55.0,0.0,0.0,0.0,29.9
6.0,45.0,1.0,0.0,0.0,28.0
4.0,45.0,1.0,0.0,0.0,29.5
4.0,35.0,1.0,0.0,-1.0,27.2
5.0,45.0,1.0,0.0,-1.0,24.3
6.0,35.0,1.0,0.0,0.0,26.1
5.0,35.0,1.0,0.0,-2.0,25.7
3.0,35.0,1.0,0.0,-1.0,24.9
5.0,25.0,1.0,0.0,0.0,25.5
6.0,35.0,1.0,0.0,0.0,24.7
6.0,35.0,1.0,1.0,-2.0,24.5
5.0,35.0,1.0,0.0,-2.0,23.6
5.0,25.0,1.0,1.0,-1.0,26.8
6.0,25.0,1.0,0.0,-2.0,24.8
6.0,35.0,1.0,0.0,-2.0,26.6
6.0,35.0,1.0,0.0,-1.0,25.3
5.0,25.0,1.0,0.0,0.0,25.7
5.0,25.0,1.0,0.0,0.0,25.7
5.0,25.0,1.0,0.0,1.0,25.5
6.0,35.0,0.0,0.0,-1.0,24.9
4.0,25.0,1.0,0.0,0.0,24.9
6.0,35.0,0.0,0.0,2.0,25.7
6.0,35.0,1.0,0.0,0.0,25.5
6.0,35.0,0.0,0.0,0.0,24.3
3.0,25.0,1.0,0.0,1.0,24.1
5.0,25.0,1.0,0.0,0.0,24.7
4.0,25.0,1.0,0.0,3.0,25.8
5.0,35.0,1.0,0.0,-1.0,24.9
4.0,35.0,1.0,0.0,-1.0,26.0
5.0,35.0,1.0,1.0,0.0,25.1
6.0,25.0,0.0,0.0,2.0,25.4
6.0,45.0,1.0,1.0,0.0,22.4
6.0,45.0,1.0,1.0,-2.0,23.3
4.0,35.0,1.0,1.0,-2.0,24.1
5.0,45.0,1.0,1.0,1.0,25.6
6.0,35.0,1.0,1.0,-2.0,25.9
4.0,45.0,1.0,1.0,2.0,26.7
6.0,45.0,1.0,0.0,0.0,27.0
4.0,35.0,1.0,0.0,0.0,25.4
6.0,25.0,1.0,2.0,0.0,25.1
6.0,35.0,1.0,1.0,-1.0,26.1
5.0,25.0,1.0,1.0,-2.0,26.1
6.0,35.0,1.0,2.0,0.0,25.6
6.0,35.0,1.0,1.0,0.0,25.1
6.0,25.0,1.0,1.0,0.0,25.9
5.0,25.0,1.0,1.0,1.0,26.5
6.0,25.0,1.0,1.0,0.0,25.6
6.0,25.0,1.0,2.0,0.0,24.4
6.0,35.0,1.0,1.0,0.0,24.6
6.0,25.0,1.0,1.0,0.0,24.9
6.0,25.0,0.0,1.0,-1.0,24.9
6.0,25.0,0.0,1.0,-1.0,24.7
6.0,25.0,0.0,1.0,0.0,24.7
5.0,35.0,0.0,1.0,0.0,24.0
4.0,25.0,0.0,1.0,1.0,25.0
4.0,25.0,1.0,1.0,-2.0,25.4
6.0,35.0,1.0,1.0,0.0,25.4
6.0,25.0,1.0,2.0,-2.0,24.0
6.0,35.0,1.0,1.0,0.0,25.0
6.0,35.0,1.0,1.0,0.0,26.0
3.0,35.0,1.0,1.0,1.0,25.2
6.0,35.0,1.0,1.0,0.0,24.7
6.0,35.0,1.0,1.0,-2.0,24.9
6.0,25.0,1.0,1.0,0.0,25.5
4.0,25.0,1.0,1.0,1.0,25.5
5.0,25.0,1.0,1.0,0.0,24.4
6.0,25.0,0.0,1.0,0.0,26.3
6.0,25.0,1.0,1.0,0.0,25.9
6.0,25.0,1.0,1.0,-1.0,24.7
6.0,25.0,1.0,1.0,0.0,24.7
4.0,25.0,1.0,1.0,0.0,25.7
4.0,25.0,1.0,1.0,0.0,25.6
6.0,25.0,0.0,1.0,0.0,25.6
6.0,25.0,1.0,1.0,0.0,25.7
6.0,35.0,1.0,1.0,-1.0,26.2
6.0,35.0,1.0,1.0,0.0,26.2
4.0,25.0,1.0,1.0,1.0,24.9
6.0,35.0,1.0,1.0,-1.0,24.9
5.0,25.0,1.0,1.0,0.0,24.6
6.0,25.0,1.0,1.0,0.0,25.1
6.0,25.0,1.0,1.0,0.0,25.1
4.0,35.0,1.0,1.0,0.0,25.7
5.0,25.0,1.0,0.0,-1.0,24.8
2.0,35.0,1.0,1.0,-2.0,24.2
6.0,35.0,1.0,0.0,0.0,24.4
6.0,35.0,1.0,1.0,0.0,24.1
6.0,55.0,1.0,0.0,0.0,24.7
5.0,35.0,1.0,1.0,1.0,26.9
6.0,35.0,1.0,1.0,0.0,26.5
5.0,35.0,1.0,0.0,1.0,26.7
5.0,45.0,1.0,0.0,0.0,26.6
6.0,25.0,1.0,0.0,0.0,26.6
6.0,35.0,1.0,1.0,0.0,26.5
6.0,55.0,1.0,1.0,0.0,26.6
6.0,35.0,1.0,1.0,1.0,26.8
6.0,35.0,1.0,1.0,1.0,26.7
6.0,25.0,1.0,0.0,0.0,26.1
6.0,35.0,1.0,1.0,0.0,26.0
6.0,35.0,1.0,1.0,0.0,27.5
6.0,35.0,1.0,1.0,0.0,25.8
5.0,35.0,1.0,0.0,0.0,25.9
6.0,35.0,1.0,1.0,0.0,25.3
6.0,35.0,1.0,1.0,0.0,24.5
6.0,25.0,1.0,1.0,0.0,24.7
6.0,25.0,0.0,0.0,2.0,25.9
5.0,25.0,1.0,1.0,0.0,26.0
6.0,25.0,1.0,0.0,0.0,25.5
6.0,35.0,1.0,1.0,0.0,24.6
6.0,25.0,1.0,2.0,0.0,25.3
6.0,35.0,1.0,1.0,0.0,24.8
6.0,35.0,1.0,0.0,0.0,24.8
3.0,25.0,1.0,1.0,1.0,25.3
3.0,25.0,1.0,1.0,2.0,25.6
2.0,25.0,1.0,0.0,2.0,26.0
3.0,25.0,1.0,1.0,2.0,26.0
5.0,25.0,0.0,1.0,0.0,26.1
6.0,25.0,1.0,1.0,0.0,27.0
6.0,45.0,1.0,1.0,3.0,28.7
6.0,35.0,1.0,1.0,0.0,25.9
3.0,35.0,1.0,2.0,2.0,24.2
5.0,35.0,1.0,1.0,0.0,24.0
6.0,55.0,1.0,1.0,0.0,23.9
2.0,25.0,1.0,1.0,3.0,24.0
6.0,25.0,1.0,1.0,1.0,25.1
4.0,45.0,1.0,1.0,1.0,25.2
5.0,25.0,1.0,1.0,0.0,25.4
4.0,35.0,1.0,1.0,1.0,24.5
6.0,25.0,0.0,1.0,0.0,26.9
6.0,45.0,0.0,1.0,0.0,24.3
6.0,25.0,1.0,1.0,0.0,24.6
6.0,25.0,1.0,1.0,0.0,24.0
6.0,55.0,0.0,1.0,0.0,23.5
6.0,35.0,1.0,2.0,0.0,23.0
4.0,25.0,1.0,0.0,1.0,23.9
6.0,25.0,0.0,1.0,0.0,24.1
5.0,35.0,1.0,1.0,1.0,24.2
6.0,35.0,1.0,1.0,0.0,23.6
6.0,25.0,0.0,1.0,0.0,26.0
5.0,25.0,1.0,1.0,-1.0,24.5
6.0,25.0,0.0,1.0,0.0,24.2
4.0,25.0,0.0,1.0,-1.0,24.0
6.0,25.0,1.0,2.0,0.0,24.0
6.0,35.0,1.0,1.0,-2.0,22.4
6.0,55.0,1.0,1.0,0.0,23.0
6.0,35.0,1.0,1.0,0.0,23.1
6.0,35.0,1.0,1.0,0.0,24.1
6.0,45.0,1.0,1.0,-1.0,24.1
6.0,25.0,1.0,2.0,-2.0,24.3
6.0,35.0,1.0,1.0,-2.0,24.7
6.0,35.0,1.0,1.0,-1.0,24.4
6.0,35.0,1.0,1.0,-2.0,24.3
6.0,35.0,1.0,1.0,-2.0,23.9
6.0,35.0,0.0,1.0,-1.0,25.4
6.0,35.0,1.0,1.0,0.0,25.8
5.0,35.0,1.0,1.0,0.0,25.9
6.0,25.0,1.0,1.0,-1.0,27.0
4.0,25.0,1.0,1.0,0.0,27.5
3.0,35.0,1.0,1.0,1.0,27.3
5.0,25.0,1.0,1.0,1.0,26.4
4.0,25.0,0.0,1.0,0.0,26.0
5.0,55.0,1.0,1.0,-1.0,26.8
6.0,25.0,1.0,1.0,-2.0,27.0
3.0,35.0,1.0,1.0,1.0,27.5
4.0,25.0,1.0,1.0,0.0,27.5
6.0,35.0,1.0,1.0,0.0,27.8
4.0,45.0,1.0,1.0,0.0,27.5
6.0,45.0,1.0,1.0,-2.0,28.2
5.0,25.0,1.0,1.0,-2.0,25.4
6.0,25.0,0.0,1.0,-2.0,25.1
6.0,25.0,1.0,1.0,0.0,25.4
6.0,35.0,1.0,1.0,-2.0,24.5
6.0,35.0,1.0,1.0,-2.0,25.6
5.0,35.0,1.0,1.0,1.0,26.6
6.0,45.0,1.0,1.0,-3.0,24.8
3.0,35.0,1.0,1.0,1.0,26.9
3.0,25.0,1.0,1.0,-2.0,25.7
4.0,35.0,1.0,2.0,1.0,26.2
6.0,25.0,1.0,1.0,-1.0,25.2
6.0,35.0,1.0,1.0,-1.0,24.4
5.0,45.0,1.0,2.0,1.0,26.0
6.0,25.0,1.0,1.0,-2.0,25.3
5.0,35.0,1.0,2.0,-1.0,24.8
5.0,25.0,1.0,1.0,0.0,25.6
6.0,55.0,0.0,1.0,1.0,29.7
6.0,35.0,0.0,1.0,0.0,30.1
6.0,25.0,0.0,1.0,0.0,30.2
6.0,25.0,1.0,1.0,0.0,30.8
6.0,25.0,0.0,1.0,0.0,30.3
6.0,25.0,1.0,1.0,0.0,30.1
6.0,45.0,1.0,1.0,0.0,30.3
6.0,25.0,0.0,1.0,0.0,29.9
6.0,55.0,1.0,1.0,0.0,30.1
6.0,25.0,0.0,1.0,0.0,27.6
6.0,25.0,0.0,1.0,0.0,29.2
6.0,55.0,1.0,2.0,-0.5,29.9
6.0,65.0,1.0,1.0,0.0,30.2
6.0,25.0,0.0,1.0,-1.0,30.4
6.0,45.0,0.0,1.0,-1.0,30.6
6.0,55.0,0.0,2.0,-1.0,30.5
6.0,35.0,0.0,1.0,-1.0,29.3
6.0,65.0,1.0,1.0,-1.0,29.3
4.0,45.0,1.0,1.0,0.0,29.0
6.0,55.0,1.0,1.0,1.0,29.2
6.0,55.0,1.0,2.0,0.0,29.4
6.0,55.0,1.0,1.0,0.0,29.5
6.0,55.0,1.0,1.0,0.0,29.1
6.0,25.0,0.0,1.0,0.0,29.6
6.0,35.0,1.0,1.0,-1.0,30.1
6.0,35.0,1.0,1.0,0.0,29.3
6.0,55.0,1.0,1.0,0.0,29.4
6.0,25.0,1.0,1.0,-1.0,29.4
6.0,35.0,1.0,1.0,0.0,29.4
6.0,45.0,1.0,1.0,1.0,29.6
6.0,35.0,1.0,1.0,0.0,29.6
6.0,55.0,1.0,2.0,0.0,29.4
6.0,55.0,1.0,1.0,0.0,29.2
6.0,25.0,1.0,2.0,-1.0,29.3
6.0,45.0,1.0,1.0,0.0,30.1
6.0,35.0,1.0,1.0,0.0,30.1
6.0,65.0,1.0,2.0,0.0,29.8
5.0,55.0,1.0,1.0,1.0,29.8
5.0,25.0,1.0,2.0,-0.5,29.8
6.0,55.0,1.0,1.0,0.0,29.5
6.0,55.0,1.0,2.0,0.0,29.4
3.0,35.0,1.0,2.0,1.0,29.0
5.0,55.0,1.0,1.0,-0.5,29.1
5.0,35.0,1.0,1.0,-0.5,29.4
5.0,35.0,1.0,1.0,0.5,30.0
6.0,25.0,1.0,1.0,0.0,28.3
4.0,55.0,1.0,1.0,0.0,29.7
4.0,55.0,1.0,1.0,0.0,30.0
3.0,55.0,1.0,1.0,0.0,29.7
5.0,25.0,1.0,1.0,0.0,30.0
4.0,65.0,1.0,0.0,-1.0,29.7
4.0,35.0,1.0,1.0,1.0,30.2
5.0,45.0,1.0,0.0,-1.0,30.3
6.0,55.0,1.0,1.0,-1.5,30.0
6.0,45.0,1.0,1.0,-0.5,30.0
5.0,45.0,1.0,1.0,-1.0,30.0
3.0,35.0,1.0,1.0,-0.5,29.7
3.0,45.0,0.0,0.0,-0.5,30.0
5.0,45.0,0.0,1.0,-0.5,29.9
4.0,55.0,1.0,1.0,-0.5,29.8
3.0,35.0,1.0,1.0,0.0,29.8
3.0,35.0,0.0,1.0,-1.0,29.9
5.0,35.0,1.0,2.0,0.0,30.0
5.0,55.0,1.0,2.0,0.0,30.2
5.0,35.0,1.0,1.0,0.0,29.1
5.0,45.0,1.0,2.0,0.0,29.0
3.0,55.0,1.0,1.0,-1.0,29.3
3.0,55.0,1.0,0.0,-1.0,29.5
3.0,35.0,0.0,2.0,-1.0,29.6
5.0,55.0,1.0,2.0,-0.5,29.6
6.0,45.0,1.0,2.0,0.0,28.6
5.0,55.0,0.0,2.0,-0.5,29.2
3.0,55.0,1.0,1.0,-1.0,29.6
3.0,45.0,1.0,0.0,0.0,29.7
5.0,45.0,1.0,1.0,0.0,29.1
5.0,55.0,0.0,1.0,0.0,29.0
5.0,65.0,1.0,1.0,0.0,29.2
3.0,45.0,0.0,2.0,0.0,28.7
4.0,55.0,0.0,1.0,0.5,29.9
3.0,35.0,0.0,1.0,1.0,30.2
5.0,55.0,1.0,1.0,0.0,30.4
5.0,55.0,1.0,1.0,-1.0,30.4
5.0,35.0,1.0,2.0,0.0,30.6
5.0,55.0,1.0,1.0,0.5,30.7
6.0,55.0,1.0,1.0,0.0,30.7
6.0,25.0,0.0,1.0,-1.0,31.0
2.0,45.0,1.0,2.0,1.0,30.7
5.0,55.0,1.0,2.0,-1.0,30.6
2.0,55.0,1.0,1.0,1.0,30.5
3.0,45.0,1.0,1.0,1.0,30.5
6.0,25.0,1.0,2.0,-1.0,29.6
6.0,55.0,1.0,2.0,-1.0,28.4
4.0,55.0,1.0,2.0,0.0,29.8
5.0,25.0,0.0,1.0,1.0,30.8
6.0,45.0,1.0,2.0,-1.0,31.2
6.0,35.0,1.0,2.0,0.0,31.4
5.0,25.0,0.0,1.0,0.0,31.2
6.0,65.0,1.0,1.0,0.0,29.3
6.0,45.0,1.0,1.0,-1.0,29.2
6.0,65.0,1.0,1.0,0.0,29.1
6.0,45.0,1.0,1.0,-1.0,29.4
6.0,35.0,1.0,1.0,0.0,28.3
6.0,55.0,0.0,1.0,-1.0,28.5
6.0,55.0,1.0,0.0,-1.0,27.7
6.0,35.0,0.0,0.0,-1.0,28.6
6.0,65.0,0.0,1.0,-1.0,28.7
6.0,45.0,1.0,0.0,0.0,29.8
6.0,55.0,0.0,0.0,0.0,28.1
2.0,45.0,1.0,0.0,1.0,28.1
3.0,45.0,1.0,0.0,0.0,28.2
6.0,55.0,0.0,0.0,-1.0,28.0
5.0,55.0,1.0,0.0,-1.0,28.5
3.0,45.0,1.0,0.0,0.0,28.5
6.0,25.0,1.0,1.0,-1.0,28.8
6.0,55.0,1.0,0.0,-1.0,28.8
3.0,45.0,1.0,0.0,-1.0,29.0
6.0,55.0,1.0,0.0,-1.0,29.5
6.0,55.0,1.0,0.0,-1.0,29.5
6.0,55.0,1.0,0.0,-1.0,28.8
6.0,25.0,1.0,1.0,-1.0,28.7
6.0,25.0,1.0,0.0,-1.0,28.8
4.0,45.0,1.0,0.0,1.0,29.2
4.0,45.0,1.0,0.0,1.0,29.5
5.0,25.0,0.0,0.0,0.0,29.4
5.0,45.0,1.0,0.0,1.0,29.4
4.0,55.0,1.0,0.0,1.0,29.4
2.0,65.0,0.0,1.0,2.0,29.4
5.0,35.0,1.0,0.0,0.0,29.4
6.0,55.0,1.0,0.0,0.0,29.4
5.0,45.0,1.0,0.0,0.0,29.5
4.0,45.0,1.0,0.0,0.0,29.5
5.0,45.0,1.0,0.0,1.0,29.4
6.0,55.0,0.0,0.0,0.0,29.4
6.0,55.0,1.0,0.0,0.0,29.6
5.0,45.0,0.0,0.0,0.0,29.6
6.0,35.0,0.0,0.0,0.0,29.6
5.0,45.0,1.0,0.0,0.0,29.7
5.0,55.0,1.0,0.0,0.0,29.8
6.0,45.0,1.0,0.0,0.0,29.7
6.0,45.0,1.0,0.0,1.0,29.8
6.0,45.0,1.0,0.0,0.0,29.8
6.0,45.0,1.0,0.0,0.0,30.2
2.0,45.0,1.0,0.0,1.0,30.2
1.0,55.0,0.0,0.0,1.0,30.1
6.0,35.0,1.0,0.0,0.0,30.2
3.0,25.0,1.0,0.0,1.0,30.2
4.0,25.0,1.0,0.0,1.0,30.2
5.0,25.0,1.0,0.0,0.0,30.3
5.0,45.0,1.0,0.0,0.0,30.1
6.0,35.0,1.0,0.0,0.0,30.3
4.0,45.0,1.0,0.0,0.0,30.3
6.0,55.0,1.0,0.0,1.0,30.4
6.0,55.0,1.0,0.0,1.0,30.4
5.0,25.0,1.0,0.0,0.0,30.5
4.0,35.0,1.0,0.0,1.0,30.5
5.0,45.0,1.0,0.0,1.0,30.3
6.0,45.0,0.0,0.0,0.0,30.4
6.0,45.0,0.0,0.0,0.0,30.4
5.0,55.0,1.0,0.0,0.0,30.3
4.0,25.0,1.0,0.0,1.0,30.4
6.0,35.0,0.0,0.0,0.0,30.5
5.0,55.0,0.0,0.0,0.0,30.4
5.0,35.0,0.0,0.0,0.0,30.4
6.0,55.0,1.0,1.0,0.0,30.3
5.0,45.0,1.0,0.0,0.0,30.1
3.0,45.0,1.0,0.0,2.0,29.1
6.0,55.0,1.0,0.0,0.0,28.9
5.0,55.0,1.0,0.0,0.0,28.7
5.0,55.0,1.0,0.0,0.0,28.8
1.0,35.0,1.0,0.0,1.0,29.0
6.0,45.0,1.0,0.0,0.0,28.9
4.0,35.0,0.0,0.0,0.0,28.8
5.0,55.0,0.0,0.0,0.5,29.0
4.0,25.0,0.0,0.0,0.0,29.0
5.0,55.0,1.0,0.0,0.5,29.0
6.0,55.0,1.0,1.0,0.0,29.0
6.0,25.0,0.0,0.0,0.0,29.0
5.0,55.0,1.0,0.0,0.0,29.0
6.0,55.0,1.0,0.0,0.5,29.0
5.0,55.0,1.0,0.0,0.5,29.0
4.0,25.0,1.0,0.0,0.5,29.2
4.0,45.0,1.0,0.0,1.5,29.2
4.0,45.0,1.0,0.0,1.5,29.4
4.0,45.0,1.0,0.0,1.5,29.5
3.0,45.0,1.0,0.0,1.5,29.4
5.0,45.0,1.0,0.0,0.5,29.4
6.0,45.0,1.0,0.0,0.0,29.7
3.0,55.0,1.0,0.0,0.0,29.6
6.0,55.0,0.0,0.0,1.5,29.7
5.0,55.0,1.0,0.0,0.5,29.7
6.0,45.0,0.0,0.0,1.0,29.8
2.0,45.0,0.0,0.0,0.5,29.9
5.0,35.0,1.0,0.0,0.5,29.6
5.0,45.0,1.0,0.0,0.0,28.9
4.0,45.0,1.0,0.0,0.5,29.8
5.0,35.0,1.0,0.0,0.0,30.1
6.0,55.0,1.0,0.0,0.5,30.8
2.0,45.0,1.0,0.0,1.5,30.4
1.0,55.0,1.0,0.0,1.5,30.4
6.0,45.0,0.0,1.0,0.0,30.7
5.0,55.0,0.0,0.0,0.5,30.6
4.0,55.0,1.0,0.0,1.5,30.3
3.0,45.0,1.0,0.0,0.0,30.3
4.0,35.0,0.0,0.0,1.5,30.3
4.0,25.0,1.0,0.0,1.5,30.4
2.0,45.0,0.0,0.0,1.5,30.4
2.0,55.0,1.0,0.0,2.0,30.6
3.0,45.0,1.0,1.0,0.0,30.4
5.0,35.0,0.0,1.0,0.0,30.4
3.0,45.0,1.0,0.0,0.5,30.3
5.0,45.0,1.0,0.0,1.0,30.3
6.0,45.0,1.0,0.0,0.0,29.9
6.0,35.0,1.0,0.0,0.0,29.6
6.0,35.0,1.0,0.0,0.0,25.6
6.0,35.0,1.0,0.0,0.0,28.8
6.0,35.0,1.0,0.0,-1.0,27.5
6.0,35.0,1.0,0.0,0.0,27.8
6.0,35.0,1.0,0.0,0.0,30.2
6.0,35.0,1.0,0.0,2.0,30.1
6.0,55.0,1.0,0.0,0.0,30.4
6.0,55.0,1.0,0.0,0.0,30.4
6.0,45.0,1.0,0.0,0.0,30.4
6.0,45.0,1.0,0.0,0.0,30.4
6.0,35.0,1.0,0.0,1.0,30.3
6.0,35.0,1.0,0.0,0.0,30.5
6.0,35.0,1.0,0.0,1.0,30.6
6.0,45.0,1.0,0.0,1.0,30.7
6.0,45.0,0.0,0.0,0.0,30.8
6.0,45.0,1.0,0.0,0.0,30.8
6.0,45.0,0.0,0.0,0.0,30.9
3.0,55.0,0.0,0.0,1.0,30.9
6.0,45.0,1.0,0.0,-1.0,30.9
6.0,45.0,1.0,0.0,1.0,30.8
6.0,55.0,0.0,0.0,0.0,30.9
6.0,55.0,1.0,0.0,-1.0,31.0
6.0,45.0,1.0,0.0,1.0,30.9
6.0,45.0,1.0,0.0,0.0,30.9
6.0,55.0,0.0,0.0,1.0,30.8
6.0,25.0,1.0,0.0,-1.0,30.8
6.0,65.0,1.0,0.0,1.0,30.7
6.0,45.0,1.0,0.0,1.0,30.9
5.0,45.0,1.0,1.0,1.0,30.8
5.0,45.0,1.0,1.0,1.0,30.9
3.0,45.0,1.0,1.0,1.0,31.0
6.0,35.0,1.0,1.0,0.0,30.8
6.0,35.0,1.0,0.0,0.0,30.3
6.0,35.0,1.0,0.0,0.0,30.8
6.0,55.0,1.0,1.0,0.0,30.9
6.0,45.0,1.0,1.0,0.0,29.3
6.0,45.0,1.0,1.0,1.0,28.9
6.0,45.0,1.0,1.0,1.0,28.9
6.0,45.0,1.0,1.0,0.0,28.9
6.0,25.0,1.0,1.0,0.0,28.5
1.0,45.0,1.0,0.0,2.0,28.6
6.0,35.0,1.0,1.0,0.0,28.6
6.0,55.0,0.0,1.0,0.0,28.6
5.0,35.0,1.0,1.0,0.0,29.7
5.0,25.0,1.0,1.0,0.0,29.2
4.0,55.0,1.0,1.0,0.0,29.1
5.0,55.0,0.0,0.0,0.0,29.1
5.0,55.0,0.0,1.0,0.0,29.2
5.0,35.0,1.0,1.0,0.0,29.2
5.0,45.0,1.0,1.0,0.0,29.2
5.0,45.0,1.0,1.0,0.0,29.2
5.0,55.0,1.0,1.0,0.0,29.3
3.0,35.0,1.0,1.0,0.0,29.4
4.0,55.0,1.0,1.0,2.0,29.4
5.0,55.0,1.0,0.0,0.0,29.0
3.0,25.0,1.0,1.0,-1.0,29.2
5.0,55.0,1.0,0.0,0.0,29.3
2.0,35.0,0.0,0.0,-0.5,29.2
3.0,45.0,1.0,1.0,0.0,29.2
5.0,55.0,0.0,1.0,-0.5,29.2
5.0,45.0,1.0,1.0,-0.5,29.4
2.0,35.0,0.0,1.0,-1.0,29.6
3.0,45.0,0.0,1.0,0.0,29.5
5.0,55.0,1.0,1.0,-0.5,29.5
3.0,55.0,1.0,0.0,-0.5,29.6
5.0,55.0,1.0,1.0,-2.0,29.5
2.0,45.0,1.0,0.0,0.0,29.6
3.0,55.0,1.0,1.0,-0.5,29.7
2.0,35.0,1.0,2.0,0.0,29.7
5.0,45.0,1.0,1.0,-0.5,29.7
5.0,45.0,1.0,0.0,0.0,29.7
2.0,35.0,1.0,0.0,-0.5,29.9
2.0,45.0,1.0,0.0,0.0,29.9
5.0,35.0,1.0,1.0,0.0,29.9
5.0,35.0,1.0,1.0,-1.0,29.0
5.0,55.0,1.0,1.0,0.0,30.0
5.0,55.0,0.0,1.0,0.0,29.7
2.0,45.0,1.0,1.0,0.5,29.8
1.0,25.0,1.0,1.0,1.0,26.5
6.0,25.0,0.0,1.0,0.0,26.0
6.0,25.0,1.0,2.0,0.0,24.7
6.0,35.0,1.0,1.0,0.0,24.2
6.0,35.0,1.0,2.0,0.0,23.7
2.0,35.0,1.0,1.0,2.0,22.7
3.0,35.0,1.0,1.0,-2.0,23.2
3.0,35.0,1.0,1.0,0.0,23.6
6.0,25.0,1.0,1.0,-2.0,24.3
6.0,35.0,0.0,1.0,-1.0,24.8
6.0,25.0,0.0,1.0,-1.0,24.8
6.0,25.0,1.0,1.0,0.0,24.2
6.0,45.0,1.0,1.0,0.0,24.3
1.3,25.0,1.0,1.0,0.0,23.8
6.0,35.0,1.0,1.0,0.0,24.6
2.0,25.0,0.0,1.0,0.0,24.5
2.0,35.0,1.0,1.0,1.0,24.5
3.0,35.0,1.0,1.0,0.0,24.1
3.0,25.0,1.0,1.0,0.0,24.6
3.0,25.0,1.0,0.0,0.0,24.8
6.0,35.0,1.0,1.0,-1.0,24.2
3.0,25.0,1.0,1.0,0.0,24.5
6.0,35.0,1.0,1.0,0.0,24.8
3.0,35.0,1.0,2.0,0.0,24.8
3.0,45.0,1.0,1.0,0.0,24.6
6.0,55.0,1.0,2.0,0.0,26.1
4.0,35.0,1.0,1.0,0.0,26.0
6.0,45.0,1.0,1.0,0.0,25.4
6.0,25.0,1.0,1.0,0.0,25.5
6.0,35.0,1.0,1.0,0.0,26.0
6.0,35.0,1.0,2.0,0.0,25.4
6.0,35.0,1.0,1.0,-1.0,24.4
6.0,35.0,1.0,2.0,0.0,24.1
6.0,35.0,1.0,0.0,0.0,26.1
6.0,35.0,1.0,1.0,0.0,25.5
6.0,35.0,1.0,2.0,0.0,26.9
6.0,35.0,1.0,1.0,0.0,26.6
6.0,35.0,1.0,1.0,0.0,25.8
6.0,25.0,1.0,1.0,0.0,29.6
6.0,25.0,1.0,2.0,0.0,27.6
6.0,25.0,1.0,1.0,-1.0,27.2
6.0,35.0,1.0,0.0,0.0,26.1
6.0,45.0,1.0,2.0,-1.0,27.1
6.0,35.0,1.0,1.0,0.0,25.0
6.0,35.0,1.0,1.0,0.0,25.7
6.0,35.0,1.0,0.0,0.0,24.7
6.0,35.0,1.0,1.0,0.0,25.2
3.0,45.0,0.0,0.0,1.0,25.4
6.0,25.0,1.0,1.0,0.0,25.1
6.0,35.0,1.0,1.0,-1.0,24.5
6.0,35.0,1.0,1.0,0.0,24.0
6.0,25.0,1.0,1.0,0.0,23.8
5.0,35.0,1.0,1.0,-2.0,23.8
6.0,35.0,0.0,1.0,0.0,23.4
6.0,35.0,1.0,1.0,0.0,22.9
6.0,45.0,0.0,1.0,0.0,23.9
6.0,25.0,0.0,1.0,0.0,27.0
6.0,35.0,1.0,2.0,0.0,25.5
6.0,35.0,1.0,1.0,-1.0,25.2
2.0,25.0,1.0,1.0,0.0,24.8
6.0,45.0,1.0,1.0,0.0,25.7
6.0,25.0,1.0,1.0,0.0,25.4
6.0,25.0,1.0,1.0,0.0,25.2
6.0,25.0,1.0,1.0,0.0,25.1
3.0,35.0,1.0,1.0,1.0,24.7
6.0,25.0,1.0,1.0,0.0,25.0
6.0,25.0,1.0,1.0,0.0,24.5
5.0,55.0,1.0,0.0,1.0,25.2
6.0,35.0,1.0,1.0,1.0,25.3
3.0,35.0,1.0,1.0,1.0,26.2
6.0,25.0,1.0,2.0,0.0,26.3
6.0,25.0,1.0,1.0,0.0,26.0
5.0,35.0,1.0,1.0,0.0,26.1
5.0,45.0,1.0,2.0,-2.0,25.3
5.0,25.0,1.0,1.0,-1.0,24.2
5.0,35.0,1.0,1.0,-1.0,24.6
5.0,35.0,1.0,1.0,-0.5,24.8
5.0,35.0,1.0,1.0,-0.5,25.0
4.0,35.0,1.0,2.0,-1.0,25.0
5.0,45.0,1.0,1.0,-0.5,24.9
5.0,25.0,1.0,1.0,-0.5,24.9
5.0,25.0,1.0,2.0,-1.0,24.2
5.0,55.0,1.0,2.0,-1.0,24.2
5.0,25.0,1.0,2.0,-0.5,20.7
5.0,35.0,0.0,1.0,-1.0,21.9
5.0,25.0,1.0,1.0,-0.5,21.7
5.0,35.0,1.0,1.0,-0.5,23.1
5.0,35.0,1.0,1.0,-0.5,23.8
5.0,35.0,1.0,1.0,-0.5,24.1
5.0,55.0,1.0,1.0,-0.5,21.9
